"gender","fav_number","retweet_count","tweet_count","diff_prof_twt","tweets_per_day","gender_confidence","profile_yn_confidence","sidebar_color_cat","link_color_cat","score_vocab_brand","score_vocab_male","score_vocab_female","score_vocabio_brand","score_vocabio_male","score_vocabio_female"
"male",2277,0,8926,329.758531746032,3,1,1,"yellow","cyan",0,0,0,0,0,0
"female",3293,0,28395,326.110317460317,9,1,1,"red","magenta",0,0,0,0,0,4.32265534542648
"brand",0,0,43727,78.7249007936508,29,1,1,"cyan","cyan",121.298747132522,0,0,0,0,0
"male",21130,0,33483,316.403174603175,10,0.6835,1,"indeterminado","cyan",0,6.63114268798105,5.09181969949917,0,0,0
"female",1023,0,4140,207.888888888889,2,0.6725,1,"cyan","cyan",0,11.959739490823,10.8096828046745,0,0,0
"brand",1005,0,45746,171.603670634921,21,1,1,"yellow","indeterminado",2.27633668607729,11.959739490823,17.4040066777963,0,0,0
"female",6698,0,21981,126.593650793651,12,1,1,"indeterminado","indeterminado",0,0,0,0,0,0
"female",124,0,5274,332.43998015873,2,1,1,"green","cyan",0,0,0,8.42188114915388,10.9995817649519,3.47356233114628
"male",6312,0,5029,92.7024801587302,3,1,1,"indeterminado","cyan",0,0,0,0,0,0
"female",1129,0,10044,206.228174603175,4,1,1,"cyan","cyan",0,5.32859680284192,5.71786310517529,0,0,0
"male",22718,0,25298,380.282738095238,7,0.6707,1,"cyan","cyan",0,0,0,0,12.8816394813885,5.4033191817831
"female",0,0,613,200.465476190476,0,1,1,"cyan","cyan",0,0,0,0,0,0
"female",1263,0,832,173.533234126984,0,1,1,"cyan","violet",0,0,0,0,0,0
"male",36,0,1348,342.442063492064,0,1,1,"red","indeterminado",0,0,0,0,0,0
"male",8,0,1611,61.234623015873,1,1,1,"cyan","cyan",0,0,0,0,0,0
"female",1787,0,10385,325.575793650794,3,1,1,"yellow","cyan",3.4939121228163,11.959739490823,17.4040066777963,4.64384100747737,13.4671685487244,17.2906213817059
"brand",403,0,9326,312.715079365079,3,1,1,"red","green",0,0,0,0,0,0
"male",4,0,177,246.954861111111,0,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",0,0,59387,70.4297619047619,40,0.6881,0.6881,"cyan","cyan",121.298747132522,0,0,0,0,0
"brand",375,0,30317,57.5599206349206,22,1,1,"red","blue",0,0,0,0,0,0
"female",3621,0,6430,164.424603174603,3,1,1,"indeterminado","cyan",4.90559378860067,24.5115452930728,26.2103505843072,0,0,0
"male",251,0,766,11.4723214285714,1,1,1,"indeterminado","cyan",0,0,0,0,0,0
"brand",5,0,3433,334.577380952381,1,1,1,"red","indeterminado",0,0,0,0,0,0
"brand",0,0,37147,78.1808531746032,24,1,1,"cyan","cyan",121.298747132522,0,0,0,0,0
"female",276,0,10246,440.410416666667,3,0.6587,1,"red","red",0,0,0,0,0,5.78927055191046
"female",1169,0,1470,378.089484126984,0,0.6769,1,"indeterminado","red",0,0,0,0,0,0
"female",92,0,641,321.469246031746,0,1,1,"green","cyan",0,0,0,0,0,0
"female",101734,0,146272,278.926984126984,50,0.6598,1,"indeterminado","red",0,0,0,0,0,0
"brand",0,0,63483,78.7436507936508,41,1,1,"cyan","cyan",121.298747132522,0,0,0,0,0
"brand",371,0,13341,315.578869047619,4,1,1,"red","red",0,0,0,4.13223140495868,0,0
"female",12031,0,7844,37.1318452380952,6,1,1,"cyan","cyan",0,0,0,4.64384100747737,13.4671685487244,17.2906213817059
"brand",0,0,488,13.1021825396825,0,0.6602,1,"indeterminado","red",0,0,0,43.8410074773711,16.2693433709745,8.45233500578927
"male",5318,0,7155,32.9282738095238,6,0.3479,1,"indeterminado","red",0,0,0,0,0,0
"male",1227,0,8460,192.688492063492,4,1,1,"cyan","cyan",2.45279689430034,12.2557726465364,13.1051752921536,0,0,0
"female",7,0,100353,40.5534722222222,79,0.6698,1,"cyan","cyan",0,0,0,0,0,0
"female",87,0,839,226.243551587302,0,1,1,"orange","red",2.45279689430034,12.2557726465364,13.1051752921536,5.43093270365998,0,0
"male",12,0,237,10.8584325396825,0,0.6617,1,"cyan","cyan",0,0,0,4.13223140495868,0,0
"male",5021,0,22635,158.24623015873,11,1,1,"cyan","cyan",0,6.63114268798105,5.09181969949917,0,0,0
"male",28787,0,24619,98.5427579365079,15,0.3499,1,"red","cyan",0,0,0,0,0,0
"brand",0,0,70,0.732738095238095,0,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",1512,0,40931,213.152083333333,17,1,1,"indeterminado","cyan",0,0,0,5.47028728846911,0,0
"female",38932,0,43953,82.8465277777778,28,0.6538,1,"red","blue",2.27633668607729,11.959739490823,17.4040066777963,4.64384100747737,13.4671685487244,17.2906213817059
"male",3235,0,18932,72.9852182539683,13,1,1,"cyan","cyan",0,0,0,0,4.0987034713509,0
"male",7272,0,15741,392.416369047619,4,1,1,"red","cyan",3.0880536439033,10.5979869745411,12.1035058430718,0,0,0
"female",31475,0,17963,128.310813492063,10,0.6875,1,"red","indeterminado",0,0,0,0,10.3722291928064,11.0768043226553
"brand",151,0,131480,115.405257936508,74,1,1,"red","red",1.28815952002823,3.90763765541741,0,0,0,0
"brand",0,0,35,10.0419642857143,0,1,1,"cyan","cyan",1.87047820716428,10.5979869745411,12.1035058430718,0,0,0
"brand",0,0,39649,62.0349206349206,28,0.6813,1,"cyan","cyan",121.298747132522,0,0,0,0,0
"female",8528,0,4789,202.344742063492,2,1,1,"cyan","cyan",0,0,0,0,0,0
"male",11829,0,46170,199.007341269841,19,1,1,"red","cyan",0,0,0,0,3.88958594730238,7.41026630644539
"female",3979,0,79785,338.797619047619,24,1,1,"yellow","magenta",0,0,0,0,23.2538686741949,16.4801235044384
"brand",0,0,42276,131.688293650794,22,0.6675,1,"cyan","cyan",121.298747132522,0,0,15.8205430932704,0,0
"female",767,0,28352,366.390575396825,8,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",6405,0,423,93.5619047619048,0,0.676,1,"indeterminado","violet",1.87047820716428,10.5979869745411,12.1035058430718,15.2302243211334,15.2655792555416,15.4380548050946
"female",6016,0,4417,59.0952380952381,3,1,1,"red","indeterminado",2.45279689430034,12.2557726465364,13.1051752921536,0,0,3.35777692010807
"male",1029,0,1689,63.8501984126984,1,1,1,"cyan","cyan",0,0,0,0,0,0
"female",6767,0,32900,340.142757936508,10,1,1,"magenta","magenta",0,0,0,7.59543486816214,4.47511501463823,6.59976842917792
"brand",24,0,1898,43.8514880952381,1,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",0,0,63240,64.4246031746032,44,0.6602,1,"cyan","cyan",121.298747132522,0,0,0,0,0
"female",71,0,31392,64.7801587301587,22,1,1,"indeterminado","red",1.69401799894124,0,0,0,0,0
"female",12239,0,14888,103.855555555556,9,1,1,"indeterminado","green",0,0,0,6.80834317197954,0,0
"female",38081,0,13642,215.823611111111,5,1,1,"red","indeterminado",0,0,4.29883138564274,0,0,0
"female",2492,0,3836,7.71954365079365,4,0.3561,1,"cyan","cyan",0,0,0,0,0,0
"brand",5,0,8,39.597123015873,0,0.686,1,"cyan","cyan",0,0,0,0,0,0
"male",1371,0,21547,369.93630952381,6,1,1,"red","cyan",0,0,0,0,0,0
"male",8601,0,21082,207.251091269841,9,1,1,"indeterminado","red",0,0,0,4.32900432900433,9.91217063989962,17.3678116557314
"female",234,0,633,96.1733134920635,0,1,1,"cyan","cyan",0,0,0,4.64384100747737,17.9422835633626,23.8903898108838
"brand",0,0,42998,77.8991071428572,28,0.6688,1,"cyan","cyan",121.298747132522,0,0,0,0,0
"male",33322,0,182624,329.29880952381,56,1,1,"indeterminado","cyan",0,0,0,5.23415977961433,7.90464240903388,5.21034349671941
"brand",4086,0,2343,110.598412698413,1,1,1,"red","cyan",0,0,0,0,0,0
"brand",142,0,44601,389.461408730159,12,1,1,"red","cyan",0,0,0,0,0,0
"male",883,0,3063,100.26130952381,2,0.6748,1,"cyan","cyan",0,0,0,0,0,3.58934774218449
"male",0,0,658,212.576091269841,0,1,1,"cyan","cyan",1.69401799894124,0,0,0,0,0
"female",5920,0,24966,338.110813492064,7,1,1,"red","red",4.02329274748544,23.7418590882179,23.330550918197,8.65800865800866,26.6415725637809,34.7356233114628
"female",1182,0,3352,256.141468253968,1,1,1,"indeterminado","cyan",0,0,0,0,0,0
"male",678,0,2187,77.8176587301587,1,0.6875,1,"cyan","orange",0,0,0,0,0,0
"female",1216,0,9865,136.193650793651,5,1,1,"indeterminado","cyan",0,0,0,0,0,0
"female",382,0,247,18.5657738095238,0,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",2986,0,791,36.6803571428571,1,1,1,"cyan","cyan",0,0,0,0,0,0
"female",1525,0,5507,206.115476190476,2,1,1,"cyan","cyan",2.27633668607729,15.6897572528123,17.4040066777963,0,10.3722291928064,11.0768043226553
"male",16292,0,33426,48.5524801587302,25,0.6766,1,"cyan","cyan",0,0,0,0,0,0
"female",0,0,69067,138.096726190476,36,1,1,"cyan","cyan",0,0,0,0,0,0
"female",1024,0,76289,288.919642857143,25,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",25,0,151386,8.99007936507937,145,1,1,"indeterminado","cyan",20.628198341274,0,0,0,0,0
"brand",2,0,251,245.759126984127,0,1,1,"cyan","cyan",0,0,0,0,0,0
"male",772,0,14060,293.586011904762,5,1,1,"indeterminado","cyan",0,0,0,0,0,0
"male",323,0,147,92.7755952380952,0,0.6739,1,"cyan","cyan",0,0,3.67278797996661,0,0,0
"female",509,0,5731,81.1386904761905,4,1,1,"cyan","cyan",0,5.09177027827117,0,0,0,0
"brand",14771,0,17851,341.978571428571,5,1,1,"cyan","cyan",0,0,0,0,0,0
"male",106,0,768,127.913492063492,0,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",0,0,849415,118.461507936508,470,0.6786,1,"red","red",0,0,0,0,0,0
"brand",1711,0,15156,123.031051587302,8,1,1,"red","cyan",0,0,0,21.1727666273121,0,0
"brand",0,0,2961,237.083829365079,1,0.6617,1,"indeterminado","red",1.58814187400741,4.38129070455891,0,0,0,0
"female",4,0,43274,6.73561507936508,42,0.6762,1,"cyan","cyan",1.23522145756132,0,3.83973288814691,0,0,0
"female",2,0,34477,182.847222222222,15,1,1,"indeterminado","red",0,0,0,0,0,0
"female",0,0,94955,138.824801587302,49,1,1,"cyan","cyan",0,0,0,0,0,0
"male",8959,0,13958,149.143055555556,7,1,1,"red","cyan",0,0,0,0,0,0
"female",11009,0,29596,238.664682539683,11,1,1,"indeterminado","red",0,0,0,0,0,0
"brand",7,0,36843,242.76130952381,14,0.6752,1,"cyan","cyan",0,4.02605091770278,0,4.13223140495868,0,0
"male",42165,0,1111596,358.582936507937,319,1,1,"cyan","cyan",0,0,0,0,0,0
"male",1674,0,10644,93.4622023809524,7,1,1,"cyan","green",0,0,0,0,0,0
"male",24,0,122,330.893849206349,0,1,1,"red","red",0,0,0,0,4.0987034713509,0
"female",10155,0,36842,179.419345238095,16,1,1,"orange","cyan",0,0,0,0,0,0
"female",0,0,72683,138.705753968254,37,1,1,"cyan","cyan",0,0,0,0,0,0
"male",1988,0,13927,340.755853174603,4,1,1,"cyan","cyan",2.27633668607729,11.959739490823,17.4040066777963,15.0728059818969,4.89335006273526,4.36125048243921
"brand",0,0,74627,82.7157738095238,48,0.6928,1,"cyan","cyan",121.298747132522,0,0,0,0,0
"brand",639,0,105110,349.693253968254,31,1,1,"green","cyan",0,0,0,0,4.01505646173149,0
"female",862,0,1904,89.5987103174603,1,1,1,"cyan","cyan",0,5.32859680284192,13.2721202003339,0,0,0
"female",489,0,61,0.835019841269841,0,0.6764,1,"cyan","cyan",0,0,0,0,0,0
"brand",520,0,2253,162.71626984127,1,1,1,"red","cyan",0,0,0,0,0,0
"female",918,0,44566,228.740178571429,17,1,1,"cyan","yellow",0,0,0,0,0,4.32265534542648
"female",9,0,460,183.819345238095,0,1,1,"cyan","cyan",2.45279689430034,15.9857904085258,13.1051752921536,4.2896497441952,4.18235048097031,0
"male",844,0,9872,75.5415674603175,7,0.6675,1,"cyan","cyan",1.57049585318511,11.4860864416815,10.2253756260434,0,0,0
"female",339,0,1118,181.156746031746,0,1,1,"cyan","cyan",0,0,4.17362270450751,0,0,0
"brand",77,0,927,191.71746031746,0,0.6792,1,"cyan","cyan",0,0,0,0,0,0
"female",6728,0,80314,186.640972222222,35,1,1,"cyan","cyan",0,0,0,0,15.3910497699707,4.09108452335006
"female",10871,0,10853,25.6764880952381,9,1,1,"cyan","cyan",0,0,0,0,0,5.78927055191046
"female",2723,0,13170,203.600396825397,5,1,1,"orange","red",0,0,0,0,3.88958594730238,3.8209185642609
"female",7617,0,6016,159.745634920635,3,1,1,"cyan","cyan",0,0,0,0,0,0
"male",7236,0,67533,318.95496031746,21,1,1,"cyan","cyan",0,6.63114268798105,5.09181969949917,9.28768201495474,26.9343370974488,34.5812427634118
"male",2112,0,3691,318.993650793651,1,1,1,"indeterminado","yellow",0,0,0,0,0,0
"male",5521,0,4394,154.692162698413,2,1,1,"cyan","cyan",1.34109758249515,6.69034931912374,0,0,0,0
"brand",0,0,72796,27.9360119047619,62,1,1,"cyan","cyan",121.298747132522,0,0,0,0,0
"female",5577,0,22738,329.265972222222,7,1,1,"cyan","magenta",0,0,0,0,0,0
"female",24226,0,47258,187.860813492064,21,1,1,"cyan","red",2.45279689430034,12.2557726465364,13.1051752921536,0,0,0
"female",10034,0,21512,220.852976190476,9,1,1,"red","blue",0,0,0,0,3.88958594730238,3.8209185642609
"brand",0,0,31336,16.0247023809524,29,1,1,"cyan","cyan",121.298747132522,0,0,0,0,0
"male",63,0,966,47.3325396825397,1,1,1,"indeterminado","green",0,0,0,0,0,0
"female",28,0,129,0.0709325396825397,0,1,1,"indeterminado","red",0,0,0,0,14.4709326641573,11.0768043226553
"female",29,0,56,180.537698412698,0,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",711,0,94057,342.06130952381,28,1,1,"red","cyan",0,0,0,26.6430539157812,0,0
"female",18538,0,2127,221.250595238095,1,1,1,"indeterminado","red",0,0,0,0,0,0
"female",8642,0,8468,16.6587301587302,8,0.668,1,"cyan","cyan",1.87047820716428,10.5979869745411,12.1035058430718,0,13.6762860727729,12.736395214203
"female",13760,0,36212,203.595138888889,15,1,1,"indeterminado","indeterminado",0,0,0,0,3.88958594730238,9.61018911617136
"male",8254,0,76159,264.270833333333,27,1,1,"cyan","red",0,0,0,0,0,0
"male",562,0,896,331.054166666667,0,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",14,0,103152,282.412003968254,35,1,1,"magenta","magenta",0,0,0,0,0,0
"male",5,0,2279,38.6117063492064,2,1,1,"cyan","cyan",2.27633668607729,17.4067495559503,25.3338898163606,0,0,0
"female",3063,0,10843,158.567361111111,5,1,1,"red","cyan",0,0,0,0,0,0
"brand",0,0,47593,35.5677579365079,39,0.693,1,"cyan","cyan",121.298747132522,0,0,0,0,0
"female",2438,0,3241,48.5619047619048,2,1,1,"cyan","cyan",0,0,0,0,0,0
"female",34617,0,30610,156.337301587302,15,0.6628,0.6628,"red","cyan",0,0,3.67278797996661,0,0,0
"female",858,0,1691,169.990972222222,1,1,1,"cyan","cyan",0,0,0,0,0,0
"male",11484,0,4267,345.254662698413,1,1,1,"cyan","cyan",0,0,0,0,3.88958594730238,3.8209185642609
"male",3425,0,5346,51.187003968254,4,0.6889,1,"indeterminado","blue",0,0,0,0,0,0
"brand",35,0,3236,45.8636904761905,2,1,1,"indeterminado","red",0,0,0,12.2392758756395,0,0
"female",16736,0,9664,202.729464285714,4,1,1,"red","red",0,0,0,5.23415977961433,12.3797574236721,11.8101119258973
"female",1406,0,17809,235.548908730159,7,1,1,"yellow","green",0,0,0,0,6.8172312839816,3.58934774218449
"female",255,0,56151,341.111805555556,17,1,1,"red","indeterminado",0,0,0,0,0,0
"brand",2318,0,6467,270.997123015873,2,0.6709,1,"cyan","cyan",0,7.46003552397869,0,0,0,0
"brand",5,0,423,87.8669642857143,0,1,1,"red","indeterminado",0,0,0,9.79929161747343,8.78293601003764,8.18216904670012
"female",21987,0,8571,87.8460317460318,5,0.6653,1,"cyan","cyan",0,0,0,0,0,0
"male",156,0,696,107.59880952381,0,1,1,"indeterminado","red",0,0,0,0,0,0
"female",15,0,747,244.645238095238,0,0.6709,1,"cyan","cyan",0,0,0,0,10.3722291928064,11.0768043226553
"female",0,0,1069,340.056547619048,0,1,1,"red","cyan",0,4.02605091770278,0,0,0,0
"male",19454,0,59478,117.978571428571,33,1,1,"red","cyan",0,0,0,0,0,0
"brand",0,0,30216,347.80248015873,9,1,1,"indeterminado","red",1.58814187400741,4.38129070455891,0,0,0,0
"female",17,0,58,121.00873015873,0,1,1,"indeterminado","orange",0,0,0,4.64384100747737,13.4671685487244,17.2906213817059
"male",621,0,97846,178.56378968254,44,1,1,"red","cyan",0,0,0,0,0,0
"female",2626,0,13195,9.97420634920635,13,0.6678,1,"cyan","cyan",0,0,0,0,0,0
"brand",0,0,47666,35.1030753968254,39,0.6715,0.6715,"cyan","cyan",121.298747132522,0,0,0,0,0
"female",15389,0,38034,157.996428571429,18,1,1,"red","indeterminado",0,0,0,0,0,0
"brand",0,0,42680,40.8417658730159,34,1,1,"cyan","cyan",0,0,0,21.1727666273121,0,0
"brand",0,0,69493,62.8758928571429,49,1,1,"cyan","cyan",121.298747132522,0,0,0,0,0
"female",16,0,374,195.389682539683,0,1,1,"red","indeterminado",0,0,0,0,0,0
"male",126805,1,68352,107.560714285714,39,1,1,"red","blue",0,0,0,0,0,0
"brand",0,0,40098,80.0330357142857,26,0.6686,1,"cyan","cyan",121.298747132522,0,0,0,0,0
"male",5017,0,7003,117.942956349206,4,1,1,"red","red",3.0880536439033,10.5979869745411,12.1035058430718,0,0,0
"male",3943,0,20820,152.886607142857,10,1,1,"indeterminado","cyan",0,0,0,0,0,0
"male",30,0,63117,175.990376984127,29,1,1,"red","cyan",0,0,0,0,0,0
"female",1236,0,14714,250.113690476191,5,1,1,"cyan","cyan",2.27633668607729,11.959739490823,17.4040066777963,0,0,0
"brand",0,0,39798,69.8665674603175,27,0.6614,1,"cyan","cyan",121.298747132522,0,0,0,0,0
"male",96,0,313,70.534126984127,0,1,1,"cyan","cyan",0,4.14446417998816,3.75626043405676,4.32900432900433,9.91217063989962,17.3678116557314
"male",745,0,6322,28.4666666666667,5,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",0,0,43719,28.5637896825397,37,1,1,"red","cyan",0,0,3.67278797996661,21.1727666273121,0,0
"female",17809,0,31323,69.9624007936508,21,1,1,"cyan","cyan",2.45279689430034,12.2557726465364,13.1051752921536,0,0,0
"female",1762,0,9555,119.004265873016,5,1,1,"cyan","cyan",0,0,0,4.64384100747737,13.4671685487244,17.2906213817059
"male",2035,0,75144,249.3125,28,0.6649,1,"indeterminado","blue",0,0,0,0,6.06440819740694,5.4033191817831
"brand",0,0,9,0.125198412698413,0,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",2405,0,123285,417.41746031746,32,1,1,"red","orange",1.58814187400741,4.38129070455891,0,42.3455332546242,0,0
"brand",2,0,42444,148.865773809524,21,1,1,"red","cyan",0,3.73001776198934,0,25.3049980322708,0,0
"brand",0,1,17454,5.29563492063492,17,0.6706,1,"cyan","cyan",1.23522145756132,0,3.83973288814691,0,0,0
"brand",2,0,1148,20.2607142857143,1,0.6573,1,"indeterminado","cyan",4.90559378860067,24.5115452930728,26.2103505843072,0,0,0
"brand",0,0,2115,9.75287698412698,2,1,1,"cyan","cyan",0,0,3.67278797996661,5.23415977961433,7.90464240903388,5.21034349671941
"female",8143,0,9126,14.4194444444444,8,1,1,"cyan","cyan",0,0,0,9.8780007870917,31.7440401505646,33.5777692010807
"male",0,0,98738,368.865476190476,28,1,1,"orange","red",0,0,0,4.2896497441952,4.18235048097031,0
"female",9142,0,8663,201.02371031746,4,1,1,"orange","blue",0,0,0,0,0,0
"brand",83,0,653,1.99246031746032,1,0.6432,1,"cyan","cyan",1.87047820716428,10.5979869745411,12.1035058430718,14.4431326249508,18.3605186114596,21.6518718641451
"male",7454,0,40277,132.034325396825,21,0.6661,1,"red","cyan",0,0,0,0,0,0
"female",927,0,5557,145.04880952381,3,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",22,0,1085,328.803273809524,0,1,1,"cyan","cyan",1.21757543673902,0,0,0,0,0
"male",0,0,902,17.4409722222222,1,1,1,"cyan","cyan",0,0,0,5.23415977961433,16.478460895023,11.8101119258973
"male",78,0,25,70.8222222222222,0,1,1,"cyan","cyan",0,0,0,0,0,0
"female",0,0,112916,138.059523809524,58,1,1,"cyan","cyan",2.27633668607729,11.959739490823,17.4040066777963,0,0,0
"brand",5,0,189,16.6770833333333,0,1,1,"cyan","cyan",0,0,0,0,0,0
"female",1010,0,1872,336.863690476191,1,1,1,"green","cyan",1.57049585318511,11.4860864416815,10.2253756260434,0,0,0
"male",171,0,11080,196.855257936508,5,1,1,"indeterminado","cyan",0,0,0,0,0,0
"male",42,0,13411,205.692757936508,6,1,1,"indeterminado","cyan",0,0,0,0,0,0
"brand",32,0,235885,135.877380952381,122,1,1,"indeterminado","orange",0,4.02605091770278,0,0,10.3722291928064,11.0768043226553
"female",418,0,662,91.5656746031746,0,1,1,"red","red",1.58814187400741,4.38129070455891,0,0,0,0
"female",1481,0,14319,174.248313492064,7,0.6689,0.6689,"red","red",0,0,0,0,0,0
"male",458,1,1341,235.770734126984,1,1,1,"red","cyan",0,0,0,0,0,0
"female",3203,0,8817,126.259325396825,5,1,1,"indeterminado","cyan",0,0,0,0,0,0
"female",174,0,37783,253.563293650794,14,1,1,"cyan","cyan",0,0,0,0,0,0
"male",11511,0,43807,265.573214285714,15,0.6468,1,"red","orange",0,0,0,0,0,0
"female",302,0,772,188.601388888889,0,1,1,"cyan","cyan",1.21757543673902,0,0,0,0,0
"female",102,0,5301,91.8927579365079,3,0.669,1,"cyan","cyan",0,4.14446417998816,3.75626043405676,0,0,0
"female",1624,0,50931,225.427579365079,20,1,1,"red","magenta",0,0,0,0,0,0
"female",6016,0,13891,273.860515873016,5,1,1,"cyan","cyan",1.57049585318511,11.4860864416815,10.2253756260434,4.64384100747737,13.4671685487244,17.2906213817059
"male",4,0,4,69.3547619047619,0,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",0,0,79492,68.5588293650794,55,1,1,"cyan","cyan",121.298747132522,0,0,0,0,0
"male",163,0,18457,330.045337301587,6,1,1,"cyan","cyan",0,0,0,9.52380952380952,22.4592220828105,16.2871478193748
"female",833,1,1464,226.018650793651,1,1,1,"cyan","cyan",0,0,0,0,0,3.58934774218449
"male",471,1,22753,200.309325396825,10,1,1,"red","indeterminado",0,0,0,4.64384100747737,17.3567544960268,21.1115399459668
"brand",113,0,426,76.1065476190476,0,0.659,0.659,"indeterminado","indeterminado",0,0,0,0,0,0
"brand",584,0,3136,248.567658730159,1,1,1,"yellow","yellow",1.58814187400741,4.38129070455891,3.67278797996661,10.4683195592286,20.3680468423254,14.6661520648398
"female",418,0,254147,58.8384920634921,183,1,1,"cyan","cyan",0,5.32859680284192,5.71786310517529,0,0,0
"male",172,0,5288,390.631349206349,1,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",10,0,34529,241.042658730159,13,1,1,"cyan","cyan",0,0,0,0,0,0
"male",53,0,1072,245.998412698413,0,1,1,"cyan","cyan",0,0,0,4.2896497441952,4.18235048097031,0
"male",2517,0,87395,211.88253968254,36,1,1,"indeterminado","red",2.27633668607729,11.959739490823,17.4040066777963,0,0,0
"male",256,0,34731,348.855952380952,10,1,1,"cyan","cyan",1.87047820716428,10.5979869745411,12.1035058430718,0,0,0
"brand",9,0,94635,38.2762896825397,76,1,1,"indeterminado","green",0,0,0,0,0,0
"brand",0,0,69514,130.723214285714,37,1,1,"cyan","cyan",121.298747132522,0,0,15.8205430932704,0,0
"brand",26,0,359831,338.561408730159,107,1,1,"red","cyan",0,0,0,0,0,0
"male",375,0,3159,417.580257936508,1,1,1,"cyan","cyan",0,0,0,0,8.07193642827269,0
"male",5244,0,4598,352.136507936508,1,0.6742,1,"indeterminado","cyan",0,0,0,0,0,0
"brand",0,0,69581,61.9531746031746,49,0.6829,1,"cyan","cyan",121.298747132522,0,0,0,0,0
"brand",0,0,25965,23.2036706349206,23,1,1,"cyan","cyan",1.87047820716428,10.5979869745411,12.1035058430718,21.1727666273121,0,0
"male",1952,0,2775,13.2619047619048,3,1,1,"cyan","cyan",0,0,0,5.27351436442346,0,0
"male",1687,0,2293,29.7133928571429,2,0.3462,1,"cyan","cyan",0,0,0,8.9728453364817,23.379339188624,34.6584330374373
"male",9317,0,26652,164.471428571429,13,1,1,"cyan","cyan",0,0,0,0,0,0
"female",7823,0,45669,116.884722222222,25,1,1,"red","magenta",0,0,0,5.47028728846911,0,0
"female",23,0,80433,294.813690476191,26,1,1,"yellow","indeterminado",1.69401799894124,0,0,0,0,0
"brand",0,0,59387,69.6017857142857,41,0.6611,1,"cyan","cyan",121.298747132522,0,0,0,0,0
"female",10881,0,55239,136.552083333333,29,1,1,"indeterminado","violet",1.87047820716428,10.5979869745411,12.1035058430718,0,0,0
"female",1509,0,2000,211.529464285714,1,1,1,"cyan","red",4.71148755955532,34.4582593250444,30.6761268781302,0,4.55876202425763,10.0347356233115
"male",5170,0,1224,78.71875,1,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",0,0,37641,80.1875,24,1,1,"cyan","cyan",0,0,0,0,0,0
"male",4475,0,14209,52.2786706349206,11,0.6628,1,"indeterminado","indeterminado",0,0,3.67278797996661,0,0,0
"male",2057,0,827,145.323908730159,0,0.6839,0.6839,"cyan","cyan",0,12.6702190645352,0,0,4.47511501463823,6.59976842917792
"male",3328,0,24221,128.32380952381,13,1,1,"red","indeterminado",0,0,0,4.32900432900433,9.91217063989962,17.3678116557314
"male",14820,0,62752,54.3502976190476,46,0.6664,1,"indeterminado","red",0,0,4.29883138564274,0,0,0
"brand",185,0,7775,336.017857142857,2,1,1,"red","cyan",1.21757543673902,0,4.29883138564274,5.47028728846911,0,0
"brand",22,0,20506,285.07123015873,7,1,1,"red","blue",0,0,0,21.1727666273121,0,0
"male",163,0,850,1.31478174603175,1,0.3462,1,"cyan","cyan",0,0,0,0,0,0
"brand",25,0,245041,98.1825396825397,147,1,1,"red","cyan",0,0,0,0,0,0
"male",2066,0,79975,347.644543650794,23,1,1,"red","cyan",0,0,0,0,11.3759933082392,4.09108452335006
"male",4044,0,3107,211.371031746032,1,1,1,"cyan","cyan",0,0,0,0,0,0
"male",1756,0,5577,166.79255952381,3,1,1,"cyan","cyan",0,4.32208407341622,0,0,0,0
"female",26,0,10378,266.494940476191,4,1,1,"indeterminado","indeterminado",0,0,0,0,0,3.58934774218449
"brand",0,0,623,342.532043650794,0,1,1,"indeterminado","cyan",1.1646373742721,0,0,20.5037386855569,4.89335006273526,4.36125048243921
"female",1454,0,16817,340.886607142857,5,1,1,"cyan","cyan",0,0,5.30050083472454,11.1373475009839,14.3872856545379,23.9675800849093
"male",2691,0,11388,172.278670634921,5,1,1,"cyan","cyan",0,0,0,5.27351436442346,0,0
"female",9192,0,8839,82.4181547619048,6,1,1,"red","red",1.28815952002823,3.90763765541741,0,5.23415977961433,7.90464240903388,5.21034349671941
"male",54635,0,177813,188.286904761905,77,0.6588,1,"red","indeterminado",2.27633668607729,11.959739490823,17.4040066777963,0,0,0
"brand",44116,0,31249,54.8110119047619,23,0.3581,1,"cyan","cyan",0,0,0,0,0,0
"male",298,0,33193,246.459325396825,12,0.6639,1,"cyan","cyan",0,0,0,0,0,0
"female",0,0,554305,89.025496031746,346,0.6671,1,"cyan","cyan",0,0,0,0,0,3.47356233114628
